pl,sg,broad_category,category,synset
preoccupations,preoccupation,noun.cognition,noun.cognition.idea,preoccupation.n.01
baselines,baseline,noun.relation,noun.relation,baseline.n.01
hotheads,hothead,noun.person,noun.person.unwelcome_person,fire-eater.n.02
pms,pm,noun.act,noun.act.work,autopsy.n.01
mottos,motto,noun.communication,noun.communication.auditory_communication,motto.n.01
nags,nag,noun.person,noun.person.unwelcome_person,scold.n.01
workweeks,workweek,noun.time,noun.time,workweek.n.01
arbitrations,arbitration,noun.communication,noun.communication.auditory_communication,arbitration.n.01
pesos,peso,noun.quantity,noun.quantity.monetary_unit,uruguayan_peso.n.01
buttercups,buttercup,noun.plant,noun.plant,buttercup.n.01
sniffers,sniffer,noun.person,noun.person,sniffer.n.01
railcars,railcar,noun.artifact,noun.artifact.conveyance,car.n.02
turnings,turning,noun.act,noun.act,turn.n.02
kebabs,kebab,noun.food,noun.food.nutriment,kabob.n.01
turfs,turf,noun.object,noun.object.land,turf.n.01
cripples,cripple,noun.person,noun.person,cripple.n.01
sents,sent,noun.quantity,noun.quantity.monetary_unit,sent.n.01
cappuccinos,cappuccino,noun.food,noun.food.fluid,cappuccino.n.01
muds,mud,noun.substance,noun.substance.earth,mud.n.01
frisbees,frisbee,noun.artifact,noun.artifact.mechanism,frisbee.n.01
harmonics,harmonic,noun.cognition,noun.cognition.process,harmonic.n.01
actuators,actuator,noun.artifact,noun.artifact.mechanism,actuator.n.01
whirs,whir,noun.event,noun.event.sound,whir.n.01
wails,wail,noun.communication,noun.communication.auditory_communication,lament.n.01
coos,coo,noun.event,noun.event.sound,coo.n.01
daisies,daisy,noun.plant,noun.plant.flower,daisy.n.01
odes,ode,noun.communication,noun.communication.literary_composition,ode.n.01
reiterations,reiteration,noun.act,noun.act,reduplication.n.04
preventatives,preventative,noun.artifact,noun.artifact.medicine,preventive.n.01
reprimands,reprimand,noun.communication,noun.communication.disapproval,rebuke.n.01
paybacks,payback,noun.possession,noun.possession.assets,payback.n.01
zits,zit,noun.state,noun.state,pimple.n.01
evictions,eviction,noun.act,noun.act,eviction.n.01
broths,broth,noun.food,noun.food.nutriment,broth.n.01
armpits,armpit,noun.body,noun.body.cavity,armpit.n.01
warmers,warmer,noun.artifact,noun.artifact,heater.n.01
seahorses,seahorse,noun.animal,noun.animal.aquatic_mammal,walrus.n.01
overlays,overlay,noun.artifact,noun.artifact.protective_covering,sheathing.n.01
forgers,forger,noun.person,noun.person.skilled_worker,forger.n.01
confusions,confusion,noun.state,noun.state.disorder,confusion.n.01
maracas,maraca,noun.artifact,noun.artifact.musical_instrument,maraca.n.01
enforcements,enforcement,noun.act,noun.act.social_control,enforcement.n.01
magnolias,magnolia,noun.plant,noun.plant.covering,magnolia.n.01
bookers,booker,noun.person,noun.person.communicator,booker.n.01
scrolls,scroll,noun.shape,noun.shape.round_shape,coil.n.02
powerbrokers,powerbroker,noun.person,noun.person.adult,power_broker.n.01
precepts,precept,noun.communication,noun.communication.direction,principle.n.05
lighthouses,lighthouse,noun.artifact,noun.artifact.tower,beacon.n.03
crunches,crunch,noun.event,noun.event.sound,crunch.n.01
sutures,suture,noun.body,noun.body.joint,suture.n.01
frostings,frosting,noun.food,noun.food,frosting.n.01
remotes,remote,noun.artifact,noun.artifact,remote_control.n.01
cartwheels,cartwheel,noun.artifact,noun.artifact.mechanism,cartwheel.n.01
intimations,intimation,noun.communication,noun.communication.proposal,hint.n.01
wrongdoings,wrongdoing,noun.attribute,noun.attribute.immorality,error.n.05
technicals,technical,noun.artifact,noun.artifact.conveyance,technical.n.01
flanges,flange,noun.artifact,noun.artifact.projection,flange.n.01
vistas,vista,noun.cognition,noun.cognition.representation,view.n.02
weavers,weaver,noun.person,noun.person.skilled_worker,weaver.n.01
liftoffs,liftoff,noun.event,noun.event.movement,liftoff.n.01
harbingers,harbinger,noun.communication,noun.communication.indication,harbinger.n.01
forerunners,forerunner,noun.person,noun.person,precursor.n.02
phosphates,phosphate,noun.substance,noun.substance.salt,phosphate.n.01
poofs,poof,noun.person,noun.person,fagot.n.01
nanoseconds,nanosecond,noun.time,noun.time,nanosecond.n.01
pouches,pouch,noun.artifact,noun.artifact.bag,pouch.n.01
inpatients,inpatient,noun.person,noun.person.unfortunate,inpatient.n.01
gushers,gusher,noun.artifact,noun.artifact.excavation,gusher.n.01
porkers,porker,noun.animal,noun.animal.ungulate,porker.n.01
breathers,breather,noun.time,noun.time.time_interval,breath.n.03
readmissions,readmission,noun.act,noun.act.arrival,readmission.n.01
heeds,heed,noun.cognition,noun.cognition.process,attentiveness.n.01
stripers,striper,noun.person,noun.person.skilled_worker,striper.n.01
guises,guise,noun.attribute,noun.attribute.appearance,guise.n.01
copiers,copier,noun.artifact,noun.artifact.equipment,duplicator.n.01
fundaments,fundament,noun.cognition,noun.cognition.idea,basis.n.02
downdrafts,downdraft,noun.phenomenon,noun.phenomenon.physical_phenomenon,downdraft.n.01
dieticians,dietician,noun.person,noun.person.expert,dietician.n.01
cairns,cairn,noun.communication,noun.communication.signal,cairn.n.01
brims,brim,noun.artifact,noun.artifact.surface,brim.n.01
daycares,daycare,noun.act,noun.act.aid,daycare.n.01
contortionists,contortionist,noun.person,noun.person.contestant,contortionist.n.01
nitpickers,nitpicker,noun.person,noun.person.unwelcome_person,nitpicker.n.01
gambles,gamble,noun.possession,noun.possession.assets,gamble.n.01
gainers,gainer,noun.person,noun.person,gainer.n.01
cleanings,cleaning,noun.act,noun.act.change_of_state,cleaning.n.01
taillights,taillight,noun.artifact,noun.artifact.source_of_illumination,taillight.n.01
differentiators,differentiator,noun.person,noun.person,differentiator.n.01
dismissals,dismissal,noun.act,noun.act.due_process,judgment_of_dismissal.n.01
transsexuals,transsexual,noun.person,noun.person.anomaly,transsexual.n.01
novelists,novelist,noun.person,noun.person.communicator,novelist.n.01
bestsellers,bestseller,noun.communication,noun.communication.product,best_seller.n.01
interchanges,interchange,noun.artifact,noun.artifact.point,interchange.n.01
cyclones,cyclone,noun.state,noun.state,cyclone.n.01
puckers,pucker,noun.shape,noun.shape.angular_shape,pucker.n.01
squints,squint,noun.state,noun.state.abnormality,strabismus.n.01
buyouts,buyout,noun.act,noun.act.acquiring,buyout.n.01
broadsides,broadside,noun.communication,noun.communication.promotion,circular.n.01
nowheres,nowhere,noun.state,noun.state.status,nowhere.n.01
buffalos,buffalo,noun.animal,noun.animal.ungulate,american_bison.n.01
sags,sag,noun.shape,noun.shape.solid,sag.n.01
baptists,baptist,noun.person,noun.person.religious_person,baptist.n.01
stators,stator,noun.artifact,noun.artifact.mechanism,stator.n.01
jaunts,jaunt,noun.act,noun.act.motion,excursion.n.01
tas,ta,noun.substance,noun.substance.chemical_element,tantalum.n.01
midsections,midsection,noun.body,noun.body.area,middle.n.03
parakeets,parakeet,noun.animal,noun.animal,parakeet.n.01
likenesses,likeness,noun.attribute,noun.attribute.sameness,likeness.n.01
pds,pd,noun.substance,noun.substance.chemical_element,palladium.n.01
maggots,maggot,noun.animal,noun.animal,maggot.n.01
buffaloes,buffalo,noun.animal,noun.animal.ungulate,american_bison.n.01
stagers,stager,noun.person,noun.person.leader,stage_manager.n.01
cadences,cadence,noun.communication,noun.communication.expressive_style,meter.n.03
flints,flint,noun.substance,noun.substance,flint.n.01
terabytes,terabyte,noun.quantity,noun.quantity.computer_memory_unit,terabyte.n.01
doles,dole,noun.possession,noun.possession.assets,dole.n.01
cupboards,cupboard,noun.artifact,noun.artifact.area,cupboard.n.01
dichotomies,dichotomy,noun.group,noun.group.arrangement,dichotomy.n.01
coroners,coroner,noun.person,noun.person.expert,coroner.n.01
spatters,spatter,noun.event,noun.event.sound,spatter.n.01
rudders,rudder,noun.artifact,noun.artifact,rudder.n.01
brays,bray,noun.event,noun.event.sound,bray.n.01
seatings,seating,noun.artifact,noun.artifact,seating.n.01
consuls,consul,noun.person,noun.person.skilled_worker,consul.n.01
bores,bore,noun.person,noun.person.unwelcome_person,bore.n.01
chucks,chuck,noun.food,noun.food,chow.n.02
stealers,stealer,noun.person,noun.person.bad_person,thief.n.01
churns,churn,noun.artifact,noun.artifact.vessel,churn.n.01
fes,fe,noun.substance,noun.substance.chemical_element,iron.n.01
teases,tease,noun.person,noun.person.unwelcome_person,tease.n.01
wholes,whole,noun.cognition,noun.cognition.idea,whole.n.01
surveillances,surveillance,noun.act,noun.act.work,surveillance.n.01
templars,templar,noun.person,noun.person.leader,knight_templar.n.02
hickeys,hickey,noun.state,noun.state,pimple.n.01
paintballs,paintball,noun.artifact,noun.artifact,paintball.n.01
facings,facing,noun.artifact,noun.artifact.protective_covering,facing.n.01
icecreams,icecream,noun.food,noun.food.nutriment,ice_cream.n.01
lins,lin,noun.person,noun.person,lin.n.01
clearings,clearing,noun.location,noun.location.region,clearing.n.01
detractions,detraction,noun.communication,noun.communication.disrespect,detraction.n.01
gists,gist,noun.communication,noun.communication.meaning,effect.n.04
gardners,gardner,noun.person,noun.person,gardner.n.01
oversights,oversight,noun.cognition,noun.cognition.process,oversight.n.01
gins,gin,noun.food,noun.food.fluid,gin.n.01
hairstylists,hairstylist,noun.person,noun.person.skilled_worker,hairdresser.n.01
glows,glow,noun.state,noun.state,freshness.n.03
audits,audit,noun.possession,noun.possession.document,audited_account.n.01
conchs,conch,noun.animal,noun.animal,conch.n.01
corvettes,corvette,noun.artifact,noun.artifact.conveyance,corvette.n.01
gallbladders,gallbladder,noun.body,noun.body.cavity,gallbladder.n.01
latkes,latke,noun.food,noun.food.baked_goods,potato_pancake.n.01
spankings,spanking,noun.act,noun.act.social_control,spanking.n.01
racings,racing,noun.act,noun.act.diversion,racing.n.01
pacers,pacer,noun.animal,noun.animal.ungulate,pacer.n.01
pierces,pierce,noun.person,noun.person,pierce.n.01
radials,radial,noun.artifact,noun.artifact.strip,radial.n.01
berms,berm,noun.object,noun.object.geological_formation,berm.n.01
cadres,cadre,noun.group,noun.group.unit,cell.n.04
squirts,squirt,noun.person,noun.person.commoner,pip-squeak.n.01
interplays,interplay,noun.act,noun.act,interplay.n.01
nhs,nh,noun.location,noun.location,new_hampshire.n.01
gliders,glider,noun.artifact,noun.artifact.conveyance,glider.n.01
sidewalls,sidewall,noun.artifact,noun.artifact.surface,sidewall.n.01
lances,lance,noun.artifact,noun.artifact.weapon,spear.n.01
breadwinners,breadwinner,noun.person,noun.person.employee,breadwinner.n.01
aquifers,aquifer,noun.object,noun.object.geological_formation,aquifer.n.01
potties,potty,noun.artifact,noun.artifact.fixture,toilet.n.02
patrollers,patroller,noun.person,noun.person.preserver,patroller.n.01
beaks,beak,noun.animal,noun.animal,beak.n.01
flounders,flounder,noun.food,noun.food.seafood,flounder.n.01
creameries,creamery,noun.artifact,noun.artifact.point,creamery.n.01
amphetamines,amphetamine,noun.artifact,noun.artifact.drug_of_abuse,amphetamine.n.01
chalks,chalk,noun.substance,noun.substance.mineral,chalk.n.01
shawls,shawl,noun.artifact,noun.artifact.clothing,shawl.n.01
botches,botch,noun.act,noun.act.nonaccomplishment,blunder.n.01
skiffs,skiff,noun.artifact,noun.artifact.conveyance,skiff.n.01
appendices,appendix,noun.communication,noun.communication.matter,appendix.n.01
ketones,ketone,noun.substance,noun.substance,ketone.n.01
garnishes,garnish,noun.food,noun.food,garnish.n.01
mists,mist,noun.phenomenon,noun.phenomenon.physical_phenomenon,mist.n.01
steamboats,steamboat,noun.artifact,noun.artifact.conveyance,steamboat.n.01
dins,din,noun.event,noun.event.sound,blare.n.01
arsonists,arsonist,noun.person,noun.person.bad_person,arsonist.n.01
clacks,clack,noun.event,noun.event.sound,clack.n.01
splurges,splurge,noun.communication,noun.communication.display,splurge.n.01
ells,ell,noun.artifact,noun.artifact.part,ell.n.01
maras,mara,noun.person,noun.person,mara.n.01
inhibitions,inhibition,noun.act,noun.act.control,inhibition.n.01
appraisals,appraisal,noun.cognition,noun.cognition.process,appraisal.n.01
desertions,desertion,noun.act,noun.act.departure,desertion.n.01
heckles,heckle,noun.artifact,noun.artifact.tool,hatchel.n.01
soviets,soviet,noun.group,noun.group.unit,soviet.n.01
sicknesses,sickness,noun.state,noun.state,illness.n.01
antibacterials,antibacterial,noun.artifact,noun.artifact.medicine,antibacterial.n.01
chubs,chub,noun.animal,noun.animal.bony_fish,chub.n.01
prodigies,prodigy,noun.person,noun.person.intellectual,prodigy.n.01
clinches,clinch,noun.act,noun.act,clinch.n.01
ratepayers,ratepayer,noun.person,noun.person.money_handler,ratepayer.n.01
intimidations,intimidation,noun.act,noun.act.behavior,bullying.n.01
odysseys,odyssey,noun.act,noun.act.motion,odyssey.n.01
foundlings,foundling,noun.person,noun.person.relative,foundling.n.01
mongers,monger,noun.person,noun.person.capitalist,trader.n.01
intercommunications,intercommunication,noun.communication,noun.communication.communication,intercommunication.n.01
trellises,trellis,noun.artifact,noun.artifact.supporting_structure,trellis.n.01
campfires,campfire,noun.event,noun.event.fire,campfire.n.01
asphalts,asphalt,noun.substance,noun.substance,asphalt.n.01
sopranos,soprano,noun.person,noun.person.entertainer,soprano.n.01
withholdings,withholding,noun.act,noun.act.change_of_magnitude,withholding.n.01
hawkers,hawker,noun.person,noun.person.capitalist,peddler.n.01
coronaries,coronary,noun.state,noun.state.disorder,coronary_thrombosis.n.01
federalists,federalist,noun.person,noun.person.leader,federalist.n.01
noes,no,noun.communication,noun.communication.speech_act,no.n.01
aeons,aeon,noun.person,noun.person.belief,eon.n.03
tutus,tutu,noun.person,noun.person,tutu.n.01
condors,condor,noun.animal,noun.animal.bird_of_prey,condor.n.01
fishhooks,fishhook,noun.artifact,noun.artifact,fishhook.n.01
receptacles,receptacle,noun.artifact,noun.artifact,receptacle.n.01
tippers,tipper,noun.person,noun.person.good_person,tipper.n.01
heartaches,heartache,noun.feeling,noun.feeling,grief.n.01
mastics,mastic,noun.substance,noun.substance,mastic.n.01
trimesters,trimester,noun.time,noun.time,trimester.n.01
pollinations,pollination,noun.event,noun.event.beginning,pollination.n.01
gyrations,gyration,noun.event,noun.event.movement,rotation.n.03
locomotives,locomotive,noun.artifact,noun.artifact.conveyance,locomotive.n.01
sluts,slut,noun.person,noun.person.unwelcome_person,slattern.n.02
mistrials,mistrial,noun.act,noun.act.due_process,mistrial.n.01
fenders,fender,noun.artifact,noun.artifact.obstruction,fender.n.01
arrangers,arranger,noun.person,noun.person.intellectual,organizer.n.01
garters,garter,noun.artifact,noun.artifact.strip,garter.n.01
hustlers,hustler,noun.person,noun.person.adult,streetwalker.n.01
freethinkers,freethinker,noun.person,noun.person.nonreligious_person,deist.n.01
scoffers,scoffer,noun.person,noun.person.user,scoffer.n.01
schnauzers,schnauzer,noun.animal,noun.animal.carnivore,schnauzer.n.01
standees,standee,noun.person,noun.person,standee.n.01
alarmists,alarmist,noun.person,noun.person.communicator,alarmist.n.01
torpedos,torpedo,noun.person,noun.person.bad_person,gunman.n.01
periscopes,periscope,noun.artifact,noun.artifact,periscope.n.01
elses,els,noun.relation,noun.relation,elevation.n.03
herbicides,herbicide,noun.substance,noun.substance,herbicide.n.01
postures,posture,noun.attribute,noun.attribute,position.n.04
litigators,litigator,noun.person,noun.person.party,litigant.n.01
titties,titty,noun.body,noun.body.organ,breast.n.02
scurries,scurry,noun.act,noun.act.motion,scamper.n.01
motorcars,motorcar,noun.artifact,noun.artifact.conveyance,car.n.01
headwaters,headwater,noun.location,noun.location.point,headwater.n.01
goatees,goatee,noun.body,noun.body.covering,goatee.n.01
fetishes,fetish,noun.feeling,noun.feeling.desire,fetish.n.01
geysers,geyser,noun.object,noun.object.geological_formation,geyser.n.01
morales,morale,noun.state,noun.state.psychological_state,morale.n.01
